Provinsi,Kode_Kab,Kabupaten_Kota,Bulan,Luas_Panen
SUMATERA UTARA,1209.0,SIMALUNGUN,Maret,3461.98
SUMATERA UTARA,1210.0,DAIRI,Maret,615.37
SUMATERA UTARA,1211.0,KARO,Maret,1023.0899999999999
SUMATERA UTARA,1212.0,DELI SERDANG,Maret,11057.289999999999
SUMATERA UTARA,1213.0,LANGKAT,Maret,4592.0199999999995
SUMATERA UTARA,1214.0,NIAS SELATAN,Maret,980.9499999999999
SUMATERA UTARA,1215.0,HUMBANG HASUNDUTAN,Maret,88.41
SUMATERA UTARA,1216.0,PAKPAK BHARAT,Maret,130.08
SUMATERA UTARA,1217.0,SAMOSIR,Maret,602.78
SUMATERA UTARA,1218.0,SERDANG BEDAGAI,Maret,10649.009999999998
SUMATERA UTARA,1219.0,BATU BARA,Maret,2751.64
SUMATERA UTARA,1220.0,PADANG LAWAS UTARA,Maret,2183.56
SUMATERA UTARA,1221.0,PADANG LAWAS,Maret,4101.4400000000005
SUMATERA UTARA,1222.0,LABUHAN BATU SELATAN,Maret,22.69
SUMATERA UTARA,1223.0,LABUHAN BATU UTARA,Maret,1188.6699999999998
SUMATERA UTARA,1224.0,NIAS UTARA,Maret,110.17999999999999
SUMATERA UTARA,1225.0,NIAS BARAT,Maret,147.91000000000003
SUMATERA UTARA,1271.0,SIBOLGA,Maret,0.0
SUMATERA UTARA,1272.0,TANJUNG BALAI,Maret,7.79
SUMATERA UTARA,1273.0,PEMATANG SIANTAR,Maret,95.62
SUMATERA UTARA,1274.0,TEBING TINGGI,Maret,45.27
SUMATERA UTARA,1275.0,MEDAN,Maret,180.76999999999998
SUMATERA UTARA,1276.0,BINJAI,Maret,47.14
SUMATERA UTARA,1277.0,PADANGSIDIMPUAN,Maret,361.44
SUMATERA UTARA,1278.0,GUNUNGSITOLI,Maret,192.32
SUMATERA BARAT,1301.0,KEPULAUAN MENTAWAI,Maret,6.56
SUMATERA BARAT,1302.0,PESISIR SELATAN,Maret,2588.1800000000003
SUMATERA BARAT,1303.0,SOLOK,Maret,5154.990000000001
SUMATERA BARAT,1304.0,SIJUNJUNG,Maret,1622.54
SUMATERA BARAT,1305.0,TANAH DATAR,Maret,3221.73
SUMATERA BARAT,1306.0,PADANG PARIAMAN,Maret,3945.1100000000006
SUMATERA BARAT,1307.0,AGAM,Maret,3300.9000000000005
SUMATERA BARAT,1308.0,LIMA PULUH KOTA,Maret,3118.4400000000005
SUMATERA BARAT,1309.0,PASAMAN,Maret,6033.35
SUMATERA BARAT,1310.0,SOLOK SELATAN,Maret,1197.78
SUMATERA BARAT,1311.0,DHARMASRAYA,Maret,1566.48
SUMATERA BARAT,1312.0,PASAMAN BARAT,Maret,3129.0100000000007
SUMATERA BARAT,1371.0,PADANG,Maret,826.5
SUMATERA BARAT,1372.0,SOLOK,Maret,244.14999999999998
SUMATERA BARAT,1373.0,SAWAH LUNTO,Maret,359.69
SUMATERA BARAT,1374.0,PADANG PANJANG,Maret,86.25
SUMATERA BARAT,1375.0,BUKITTINGGI,Maret,23.490000000000002
SUMATERA BARAT,1376.0,PAYAKUMBUH,Maret,179.16
SUMATERA BARAT,1377.0,PARIAMAN,Maret,235.57
RIAU,1401.0,KUANTAN SINGINGI,Maret,0.0
RIAU,1402.0,INDRAGIRI HULU,Maret,9.7
RIAU,1403.0,INDRAGIRI HILIR,Maret,172.38
RIAU,1404.0,PELALAWAN,Maret,2944.1000000000004
RIAU,1405.0,S I A K,Maret,75.32
RIAU,1406.0,KAMPAR,Maret,36.64
RIAU,1407.0,ROKAN HULU,Maret,284.0199999999999
RIAU,1408.0,BENGKALIS,Maret,107.61
RIAU,1409.0,ROKAN HILIR,Maret,4037.7
RIAU,1410.0,KEPULAUAN MERANTI,Maret,471.84000000000003
RIAU,1471.0,PEKANBARU,Maret,0.0
RIAU,1473.0,D U M A I,Maret,290.78
JAMBI,1501.0,KERINCI,Maret,1143.65
JAMBI,1502.0,MERANGIN,Maret,1312.8600000000001
JAMBI,1503.0,SAROLANGUN,Maret,274.88
JAMBI,1504.0,BATANG HARI,Maret,0.0
JAMBI,1505.0,MUARO JAMBI,Maret,101.14
JAMBI,1506.0,TANJUNG JABUNG TIMUR,Maret,807.35
JAMBI,1507.0,TANJUNG JABUNG BARAT,Maret,718.78
JAMBI,1508.0,TEBO,Maret,294.12
JAMBI,1509.0,BUNGO,Maret,231.67
JAMBI,1571.0,JAMBI,Maret,0.0
JAMBI,1572.0,SUNGAI PENUH,Maret,271.37
SUMATERA SELATAN,1601.0,OGAN KOMERING ULU,Maret,77.05
SUMATERA SELATAN,1602.0,OGAN KOMERING ILIR,Maret,19249.64
SUMATERA SELATAN,1603.0,MUARA ENIM,Maret,199.21999999999997
SUMATERA SELATAN,1604.0,LAHAT,Maret,779.85
SUMATERA SELATAN,1605.0,MUSI RAWAS,Maret,179.47
SUMATERA SELATAN,1606.0,MUSI BANYUASIN,Maret,5306.98
SUMATERA SELATAN,1607.0,BANYU ASIN,Maret,55629.609999999986
SUMATERA SELATAN,1608.0,OGAN KOMERING ULU SELATAN,Maret,470.21999999999997
SUMATERA SELATAN,1609.0,OGAN KOMERING ULU TIMUR,Maret,8247.18
SUMATERA SELATAN,1610.0,OGAN ILIR,Maret,0.0
SUMATERA SELATAN,1611.0,EMPAT LAWANG,Maret,1137.2200000000003
SUMATERA SELATAN,1612.0,PENUKAL ABAB LEMATANG ILIR,Maret,117.87
SUMATERA SELATAN,1613.0,MUSI RAWAS UTARA,Maret,75.92
SUMATERA SELATAN,1671.0,PALEMBANG,Maret,0.0
SUMATERA SELATAN,1672.0,PRABUMULIH,Maret,0.0
SUMATERA SELATAN,1673.0,PAGAR ALAM,Maret,296.54999999999995
SUMATERA SELATAN,1674.0,LUBUKLINGGAU,Maret,191.31
BENGKULU,1701.0,BENGKULU SELATAN,Maret,378.14
BENGKULU,1702.0,REJANG LEBONG,Maret,189.35
BENGKULU,1703.0,BENGKULU UTARA,Maret,86.73
BENGKULU,1704.0,KAUR,Maret,436.40000000000003
BENGKULU,1705.0,SELUMA,Maret,633.5699999999999
BENGKULU,1706.0,MUKOMUKO,Maret,0.0
BENGKULU,1707.0,LEBONG,Maret,1963.83
BENGKULU,1708.0,KEPAHIANG,Maret,115.27000000000001
BENGKULU,1709.0,BENGKULU TENGAH,Maret,29.98
BENGKULU,1771.0,BENGKULU,Maret,5.8
LAMPUNG,1801.0,LAMPUNG BARAT,Maret,1444.04
LAMPUNG,1802.0,TANGGAMUS,Maret,1527.78
LAMPUNG,1803.0,LAMPUNG SELATAN,Maret,1652.56
LAMPUNG,1804.0,LAMPUNG TIMUR,Maret,6236.09
LAMPUNG,1805.0,LAMPUNG TENGAH,Maret,15807.73
LAMPUNG,1806.0,LAMPUNG UTARA,Maret,1649.86
LAMPUNG,1807.0,WAY KANAN,Maret,1770.48
LAMPUNG,1808.0,TULANGBAWANG,Maret,0.0
LAMPUNG,1809.0,PESAWARAN,Maret,399.84999999999997
LAMPUNG,1810.0,PRINGSEWU,Maret,45.74
LAMPUNG,1811.0,MESUJI,Maret,1420.2399999999998
LAMPUNG,1812.0,TULANG BAWANG BARAT,Maret,181.45
LAMPUNG,1813.0,PESISIR BARAT,Maret,571.9
LAMPUNG,1871.0,BANDAR LAMPUNG,Maret,4.98
LAMPUNG,1872.0,METRO,Maret,646.21
KEPULAUAN BANGKA BELITUNG,1901.0,BANGKA,Maret,40.11
KEPULAUAN BANGKA BELITUNG,1902.0,BELITUNG,Maret,94.69999999999999
KEPULAUAN BANGKA BELITUNG,1903.0,BANGKA BARAT,Maret,15.65
KEPULAUAN BANGKA BELITUNG,1904.0,BANGKA TENGAH,Maret,0.0
KEPULAUAN BANGKA BELITUNG,1905.0,BANGKA SELATAN,Maret,743.45
KEPULAUAN BANGKA BELITUNG,1906.0,BELITUNG TIMUR,Maret,159.60999999999999
KEPULAUAN BANGKA BELITUNG,1971.0,PANGKALPINANG,Maret,0.0
KEPULAUAN RIAU,2101.0,KARIMUN,Maret,0.0
KEPULAUAN RIAU,2102.0,BINTAN,Maret,0.0
KEPULAUAN RIAU,2103.0,NATUNA,Maret,16.2
KEPULAUAN RIAU,2104.0,LINGGA,Maret,6.84
KEPULAUAN RIAU,2105.0,KEPULAUAN ANAMBAS,Maret,1.88
KEPULAUAN RIAU,2171.0,B A T A M,Maret,0.0
KEPULAUAN RIAU,2172.0,TANJUNG PINANG,Maret,0.0
DKI JAKARTA,3101.0,KEPULAUAN SERIBU,Maret,0.0
DKI JAKARTA,3171.0,JAKARTA SELATAN,Maret,0.0
DKI JAKARTA,3172.0,JAKARTA TIMUR,Maret,6.779999999999999
DKI JAKARTA,3173.0,JAKARTA PUSAT,Maret,0.0
DKI JAKARTA,3174.0,JAKARTA BARAT,Maret,0.0
DKI JAKARTA,3175.0,JAKARTA UTARA,Maret,0.0
JAWA BARAT,3201.0,BOGOR,Maret,10756.720000000003
JAWA BARAT,3202.0,SUKABUMI,Maret,5278.099999999999
JAWA BARAT,3203.0,CIANJUR,Maret,15128.960000000001
JAWA BARAT,3204.0,BANDUNG,Maret,3248.18
JAWA BARAT,3205.0,GARUT,Maret,4227.39
JAWA BARAT,3206.0,TASIKMALAYA,Maret,8118.8099999999995
JAWA BARAT,3207.0,CIAMIS,Maret,2058.2999999999997
JAWA BARAT,3208.0,KUNINGAN,Maret,2176.97
JAWA BARAT,3209.0,CIREBON,Maret,2084.2799999999997
JAWA BARAT,3210.0,MAJALENGKA,Maret,12053.51
JAWA BARAT,3211.0,SUMEDANG,Maret,4747.239999999999
JAWA BARAT,3212.0,INDRAMAYU,Maret,2883.0600000000004
JAWA BARAT,3213.0,SUBANG,Maret,5692.909999999999
JAWA BARAT,3214.0,PURWAKARTA,Maret,2250.8800000000006
JAWA BARAT,3215.0,KARAWANG,Maret,10310.420000000004
JAWA BARAT,3216.0,BEKASI,Maret,6602.66
JAWA BARAT,3217.0,BANDUNG BARAT,Maret,3044.750000000001
JAWA BARAT,3218.0,PANGANDARAN,Maret,704.0999999999999
JAWA BARAT,3271.0,BOGOR,Maret,2.58
JAWA BARAT,3272.0,SUKABUMI,Maret,316.27
JAWA BARAT,3273.0,BANDUNG,Maret,100.44
JAWA BARAT,3274.0,CIREBON,Maret,0.0
JAWA BARAT,3275.0,BEKASI,Maret,0.0
JAWA BARAT,3276.0,DEPOK,Maret,0.0
JAWA BARAT,3277.0,CIMAHI,Maret,0.0
JAWA BARAT,3278.0,TASIKMALAYA,Maret,158.54000000000002
JAWA BARAT,3279.0,BANJAR,Maret,335.51
JAWA TENGAH,3301.0,CILACAP,Maret,7094.749999999999
JAWA TENGAH,3302.0,BANYUMAS,Maret,3254.3599999999997
JAWA TENGAH,3303.0,PURBALINGGA,Maret,1061.23
JAWA TENGAH,3304.0,BANJARNEGARA,Maret,918.14
JAWA TENGAH,3305.0,KEBUMEN,Maret,10960.69
JAWA TENGAH,3306.0,PURWOREJO,Maret,8732.04
JAWA TENGAH,3307.0,WONOSOBO,Maret,590.5999999999998
JAWA TENGAH,3308.0,MAGELANG,Maret,2770.350000000001
JAWA TENGAH,3309.0,BOYOLALI,Maret,11740.949999999999
JAWA TENGAH,3310.0,KLATEN,Maret,5148.39
JAWA TENGAH,3311.0,SUKOHARJO,Maret,513.78
JAWA TENGAH,3312.0,WONOGIRI,Maret,7389.54
JAWA TENGAH,3313.0,KARANGANYAR,Maret,6892.470000000001
JAWA TENGAH,3314.0,SRAGEN,Maret,25751.390000000003
JAWA TENGAH,3315.0,GROBOGAN,Maret,30400.18
JAWA TENGAH,3316.0,BLORA,Maret,18674.879999999997
JAWA TENGAH,3317.0,REMBANG,Maret,3902.36
JAWA TENGAH,3318.0,PATI,Maret,23851.940000000002
JAWA TENGAH,3319.0,KUDUS,Maret,2694.41
JAWA TENGAH,3320.0,JEPARA,Maret,2382.86
JAWA TENGAH,3321.0,DEMAK,Maret,23503.459999999995
JAWA TENGAH,3322.0,SEMARANG,Maret,2396.2799999999997
JAWA TENGAH,3323.0,TEMANGGUNG,Maret,917.9399999999999
JAWA TENGAH,3324.0,KENDAL,Maret,4206.38
JAWA TENGAH,3325.0,BATANG,Maret,1730.9100000000003
JAWA TENGAH,3326.0,PEKALONGAN,Maret,1798.57
JAWA TENGAH,3327.0,PEMALANG,Maret,6505.170000000001
JAWA TENGAH,3328.0,TEGAL,Maret,6597.000000000002
JAWA TENGAH,3329.0,BREBES,Maret,10387.44
JAWA TENGAH,3371.0,MAGELANG,Maret,1.59
JAWA TENGAH,3372.0,SURAKARTA,Maret,3.21
JAWA TENGAH,3373.0,SALATIGA,Maret,76.62
JAWA TENGAH,3374.0,SEMARANG,Maret,239.56
JAWA TENGAH,3375.0,PEKALONGAN,Maret,0.0
JAWA TENGAH,3376.0,TEGAL,Maret,22.65
DI YOGYAKARTA,3401.0,KULON PROGO,Maret,1564.22
DI YOGYAKARTA,3402.0,BANTUL,Maret,1659.35
DI YOGYAKARTA,3403.0,GUNUNG KIDUL,Maret,6620.83
DI YOGYAKARTA,3404.0,SLEMAN,Maret,1826.1000000000004
DI YOGYAKARTA,3471.0,YOGYAKARTA,Maret,0.0
JAWA TIMUR,3501.0,PACITAN,Maret,2540.48
JAWA TIMUR,3502.0,PONOROGO,Maret,7142.080000000001
JAWA TIMUR,3503.0,TRENGGALEK,Maret,1069.77
JAWA TIMUR,3504.0,TULUNGAGUNG,Maret,766.3399999999999
JAWA TIMUR,3505.0,BLITAR,Maret,1843.64
JAWA TIMUR,3506.0,KEDIRI,Maret,6157.61
JAWA TIMUR,3507.0,MALANG,Maret,2136.43
JAWA TIMUR,3508.0,LUMAJANG,Maret,3491.8900000000003
JAWA TIMUR,3509.0,JEMBER,Maret,10608.9
JAWA TIMUR,3510.0,BANYUWANGI,Maret,3874.6099999999997
JAWA TIMUR,3511.0,BONDOWOSO,Maret,6756.950000000002
JAWA TIMUR,3512.0,SITUBONDO,Maret,5177.419999999999
JAWA TIMUR,3513.0,PROBOLINGGO,Maret,2642.7700000000004
JAWA TIMUR,3514.0,PASURUAN,Maret,4361.170000000001
JAWA TIMUR,3515.0,SIDOARJO,Maret,1000.79
JAWA TIMUR,3516.0,MOJOKERTO,Maret,4877.72
JAWA TIMUR,3517.0,JOMBANG,Maret,5503.270000000001
JAWA TIMUR,3518.0,NGANJUK,Maret,15164.16
JAWA TIMUR,3519.0,MADIUN,Maret,6614.949999999999
JAWA TIMUR,3520.0,MAGETAN,Maret,10660.689999999999
JAWA TIMUR,3521.0,NGAWI,Maret,19484.39
JAWA TIMUR,3522.0,BOJONEGORO,Maret,21186.210000000003
JAWA TIMUR,3523.0,TUBAN,Maret,8425.78
JAWA TIMUR,3524.0,LAMONGAN,Maret,28819.97
JAWA TIMUR,3525.0,GRESIK,Maret,13442.500000000002
JAWA TIMUR,3526.0,BANGKALAN,Maret,11376.25
JAWA TIMUR,3527.0,SAMPANG,Maret,10884.009999999998
JAWA TIMUR,3528.0,PAMEKASAN,Maret,3769.63
JAWA TIMUR,3529.0,SUMENEP,Maret,7768.99
JAWA TIMUR,3571.0,KEDIRI,Maret,47.260000000000005
JAWA TIMUR,3572.0,BLITAR,Maret,0.0
JAWA TIMUR,3573.0,MALANG,Maret,121.82000000000002
JAWA TIMUR,3574.0,PROBOLINGGO,Maret,83.24000000000001
JAWA TIMUR,3575.0,PASURUAN,Maret,130.22
JAWA TIMUR,3576.0,MOJOKERTO,Maret,18.54
JAWA TIMUR,3577.0,MADIUN,Maret,152.52
JAWA TIMUR,3578.0,SURABAYA,Maret,98.86
JAWA TIMUR,3579.0,BATU,Maret,6.94
BANTEN,3601.0,PANDEGLANG,Maret,3030.94
BANTEN,3602.0,LEBAK,Maret,7826.48
BANTEN,3603.0,TANGERANG,Maret,3981.29
BANTEN,3604.0,SERANG,Maret,7029.18
BANTEN,3671.0,TANGERANG,Maret,78.06
BANTEN,3672.0,CILEGON,Maret,133.85
BANTEN,3673.0,SERANG,Maret,1295.01
BANTEN,3674.0,TANGERANG SELATAN,Maret,0.0
BALI,5101.0,JEMBRANA,Maret,663.0600000000001
BALI,5102.0,TABANAN,Maret,1214.3
BALI,5103.0,BADUNG,Maret,2191.25
BALI,5104.0,GIANYAR,Maret,886.1300000000001
BALI,5105.0,KLUNGKUNG,Maret,204.29
BALI,5106.0,BANGLI,Maret,171.23
BALI,5107.0,KARANGASEM,Maret,161.26
BALI,5108.0,BULELENG,Maret,1085.99
BALI,5171.0,DENPASAR,Maret,332.48
NUSA TENGGARA BARAT,5201.0,LOMBOK BARAT,Maret,4172.47
NUSA TENGGARA BARAT,5202.0,LOMBOK TENGAH,Maret,13448.580000000002
NUSA TENGGARA BARAT,5203.0,LOMBOK TIMUR,Maret,5494.54
NUSA TENGGARA BARAT,5204.0,SUMBAWA,Maret,2720.8400000000006
NUSA TENGGARA BARAT,5205.0,DOMPU,Maret,3387.7799999999997
NUSA TENGGARA BARAT,5206.0,BIMA,Maret,4156.379999999999
NUSA TENGGARA BARAT,5207.0,SUMBAWA BARAT,Maret,664.92
NUSA TENGGARA BARAT,5208.0,LOMBOK UTARA,Maret,188.65
NUSA TENGGARA BARAT,5271.0,MATARAM,Maret,123.32
NUSA TENGGARA BARAT,5272.0,BIMA,Maret,430.42999999999995
NUSA TENGGARA TIMUR,5301.0,SUMBA BARAT,Maret,126.64
NUSA TENGGARA TIMUR,5302.0,SUMBA TIMUR,Maret,249.48
NUSA TENGGARA TIMUR,5303.0,KUPANG,Maret,50.269999999999996
NUSA TENGGARA TIMUR,5304.0,TIMOR TENGAH SELATAN,Maret,36.34
NUSA TENGGARA TIMUR,5305.0,TIMOR TENGAH UTARA,Maret,52.89
NUSA TENGGARA TIMUR,5306.0,BELU,Maret,0.0
NUSA TENGGARA TIMUR,5307.0,ALOR,Maret,28.71
NUSA TENGGARA TIMUR,5308.0,LEMBATA,Maret,0.0
NUSA TENGGARA TIMUR,5309.0,FLORES TIMUR,Maret,18.52
NUSA TENGGARA TIMUR,5310.0,SIKKA,Maret,64.62
NUSA TENGGARA TIMUR,5311.0,ENDE,Maret,436.62
NUSA TENGGARA TIMUR,5312.0,NGADA,Maret,579.73
NUSA TENGGARA TIMUR,5313.0,MANGGARAI,Maret,1112.81
NUSA TENGGARA TIMUR,5314.0,ROTE NDAO,Maret,0.0
NUSA TENGGARA TIMUR,5315.0,MANGGARAI BARAT,Maret,1611.0
NUSA TENGGARA TIMUR,5316.0,SUMBA TENGAH,Maret,0.0
NUSA TENGGARA TIMUR,5317.0,SUMBA BARAT DAYA,Maret,1449.6399999999999
NUSA TENGGARA TIMUR,5318.0,NAGEKEO,Maret,0.0
NUSA TENGGARA TIMUR,5319.0,MANGGARAI TIMUR,Maret,676.62
NUSA TENGGARA TIMUR,5320.0,SABU RAIJUA,Maret,0.0
NUSA TENGGARA TIMUR,5321.0,MALAKA,Maret,0.0
NUSA TENGGARA TIMUR,5371.0,KUPANG,Maret,0.0
KALIMANTAN BARAT,6101.0,SAMBAS,Maret,3845.29
KALIMANTAN BARAT,6102.0,BENGKAYANG,Maret,3373.82
KALIMANTAN BARAT,6103.0,LANDAK,Maret,7635.33
KALIMANTAN BARAT,6104.0,MEMPAWAH,Maret,3036.3300000000004
KALIMANTAN BARAT,6105.0,SANGGAU,Maret,13735.44
KALIMANTAN BARAT,6106.0,KETAPANG,Maret,7769.11
KALIMANTAN BARAT,6107.0,SINTANG,Maret,3313.08
KALIMANTAN BARAT,6108.0,KAPUAS HULU,Maret,864.0
KALIMANTAN BARAT,6109.0,SEKADAU,Maret,3184.2400000000002
KALIMANTAN BARAT,6110.0,MELAWI,Maret,777.72
KALIMANTAN BARAT,6111.0,KAYONG UTARA,Maret,2396.45
KALIMANTAN BARAT,6112.0,KUBU RAYA,Maret,5364.7300000000005
KALIMANTAN BARAT,6171.0,PONTIANAK,Maret,14.73
KALIMANTAN BARAT,6172.0,SINGKAWANG,Maret,159.79
KALIMANTAN TENGAH,6201.0,KOTAWARINGIN BARAT,Maret,29.830000000000002
KALIMANTAN TENGAH,6202.0,KOTAWARINGIN TIMUR,Maret,132.8
KALIMANTAN TENGAH,6203.0,KAPUAS,Maret,2778.4199999999996
KALIMANTAN TENGAH,6204.0,BARITO SELATAN,Maret,83.82
KALIMANTAN TENGAH,6205.0,BARITO UTARA,Maret,1526.1
KALIMANTAN TENGAH,6206.0,SUKAMARA,Maret,115.14
KALIMANTAN TENGAH,6207.0,LAMANDAU,Maret,80.63
KALIMANTAN TENGAH,6208.0,SERUYAN,Maret,346.06
KALIMANTAN TENGAH,6209.0,KATINGAN,Maret,2089.16
KALIMANTAN TENGAH,6210.0,PULANG PISAU,Maret,6408.09
KALIMANTAN TENGAH,6211.0,GUNUNG MAS,Maret,25.22
KALIMANTAN TENGAH,6212.0,BARITO TIMUR,Maret,29.13
KALIMANTAN TENGAH,6213.0,MURUNG RAYA,Maret,253.17
KALIMANTAN TENGAH,6271.0,PALANGKA RAYA,Maret,0.0
KALIMANTAN SELATAN,6301.0,TANAH LAUT,Maret,2082.64
KALIMANTAN SELATAN,6302.0,KOTABARU,Maret,0.0
KALIMANTAN SELATAN,6303.0,BANJAR,Maret,207.15
KALIMANTAN SELATAN,6304.0,BARITO KUALA,Maret,524.1
KALIMANTAN SELATAN,6305.0,TAPIN,Maret,531.11
KALIMANTAN SELATAN,6306.0,HULU SUNGAI SELATAN,Maret,398.28999999999996
KALIMANTAN SELATAN,6307.0,HULU SUNGAI TENGAH,Maret,3225.5399999999995
KALIMANTAN SELATAN,6308.0,HULU SUNGAI UTARA,Maret,53.68
KALIMANTAN SELATAN,6309.0,TABALONG,Maret,364.18
KALIMANTAN SELATAN,6310.0,TANAH BUMBU,Maret,0.0
KALIMANTAN SELATAN,6311.0,BALANGAN,Maret,184.77
KALIMANTAN SELATAN,6371.0,BANJARMASIN,Maret,0.0
KALIMANTAN SELATAN,6372.0,BANJAR BARU,Maret,0.0
KALIMANTAN TIMUR,6401.0,PASER,Maret,2763.88
KALIMANTAN TIMUR,6402.0,KUTAI BARAT,Maret,217.66
KALIMANTAN TIMUR,6403.0,KUTAI KARTANEGARA,Maret,2244.84
KALIMANTAN TIMUR,6404.0,KUTAI TIMUR,Maret,529.0400000000001
KALIMANTAN TIMUR,6405.0,BERAU,Maret,925.16
KALIMANTAN TIMUR,6409.0,PENAJAM PASER UTARA,Maret,2115.48
KALIMANTAN TIMUR,6411.0,MAHAKAM HULU,Maret,74.2
KALIMANTAN TIMUR,6471.0,BALIKPAPAN,Maret,0.0
KALIMANTAN TIMUR,6472.0,SAMARINDA,Maret,133.41
KALIMANTAN TIMUR,6474.0,BONTANG,Maret,0.0
KALIMANTAN UTARA,6501.0,MALINAU,Maret,153.57999999999998
KALIMANTAN UTARA,6502.0,BULUNGAN,Maret,553.21
KALIMANTAN UTARA,6503.0,TANA TIDUNG,Maret,76.69
KALIMANTAN UTARA,6504.0,NUNUKAN,Maret,56.71
KALIMANTAN UTARA,6571.0,TARAKAN,Maret,7.85
SULAWESI UTARA,7101.0,BOLAANG MONGONDOW,Maret,2816.8199999999997
SULAWESI UTARA,7102.0,MINAHASA,Maret,268.86
SULAWESI UTARA,7103.0,KEPULAUAN SANGIHE,Maret,0.0
SULAWESI UTARA,7104.0,KEPULAUAN TALAUD,Maret,0.0
SULAWESI UTARA,7105.0,MINAHASA SELATAN,Maret,378.17
SULAWESI UTARA,7106.0,MINAHASA UTARA,Maret,66.0
SULAWESI UTARA,7107.0,BOLAANG MONGONDOW UTARA,Maret,1363.68
SULAWESI UTARA,7108.0,SIAU TAGULANDANG BIARO,Maret,0.0
SULAWESI UTARA,7109.0,MINAHASA TENGGARA,Maret,55.900000000000006
SULAWESI UTARA,7110.0,BOLAANG MONGONDOW SELATAN,Maret,260.0
SULAWESI UTARA,7111.0,BOLAANG MONGONDOW TIMUR,Maret,80.76
SULAWESI UTARA,7171.0,MANADO,Maret,0.0
SULAWESI UTARA,7172.0,BITUNG,Maret,0.0
SULAWESI UTARA,7173.0,TOMOHON,Maret,0.0
SULAWESI UTARA,7174.0,KOTAMOBAGU,Maret,428.85
SULAWESI TENGAH,7201.0,BANGGAI KEPULAUAN,Maret,0.0
SULAWESI TENGAH,7202.0,BANGGAI,Maret,475.19
SULAWESI TENGAH,7203.0,MOROWALI,Maret,0.0
SULAWESI TENGAH,7204.0,POSO,Maret,1033.31
SULAWESI TENGAH,7205.0,DONGGALA,Maret,834.1500000000001
SULAWESI TENGAH,7206.0,TOLI-TOLI,Maret,2313.21
SULAWESI TENGAH,7207.0,BUOL,Maret,73.05
SULAWESI TENGAH,7208.0,PARIGI MOUTONG,Maret,2839.69
SULAWESI TENGAH,7209.0,TOJO UNA-UNA,Maret,164.43
SULAWESI TENGAH,7210.0,SIGI,Maret,2645.42
SULAWESI TENGAH,7211.0,BANGGAI LAUT,Maret,0.0
SULAWESI TENGAH,7212.0,MOROWALI UTARA,Maret,0.0
SULAWESI TENGAH,7271.0,PALU,Maret,14.75
SULAWESI SELATAN,7301.0,KEPULAUAN SELAYAR,Maret,21.78
SULAWESI SELATAN,7302.0,BULUKUMBA,Maret,58.37
SULAWESI SELATAN,7303.0,BANTAENG,Maret,856.12
SULAWESI SELATAN,7304.0,JENEPONTO,Maret,3165.88
SULAWESI SELATAN,7305.0,TAKALAR,Maret,5261.25
SULAWESI SELATAN,7306.0,GOWA,Maret,5692.409999999999
SULAWESI SELATAN,7307.0,SINJAI,Maret,0.0
SULAWESI SELATAN,7308.0,MAROS,Maret,7588.03
SULAWESI SELATAN,7309.0,PANGKAJENE DAN KEPULAUAN,Maret,1686.3
SULAWESI SELATAN,7310.0,BARRU,Maret,147.64
SULAWESI SELATAN,7311.0,BONE,Maret,6498.0199999999995
SULAWESI SELATAN,7312.0,SOPPENG,Maret,938.6399999999999
SULAWESI SELATAN,7313.0,WAJO,Maret,6260.300000000001
SULAWESI SELATAN,7314.0,SIDENRENG RAPPANG,Maret,10266.189999999999
SULAWESI SELATAN,7315.0,PINRANG,Maret,668.49
SULAWESI SELATAN,7316.0,ENREKANG,Maret,83.79
SULAWESI SELATAN,7317.0,LUWU,Maret,192.29000000000002
SULAWESI SELATAN,7318.0,TANA TORAJA,Maret,748.9200000000001
SULAWESI SELATAN,7322.0,LUWU UTARA,Maret,1153.44
SULAWESI SELATAN,7325.0,LUWU TIMUR,Maret,498.70000000000005
SULAWESI SELATAN,7326.0,TORAJA UTARA,Maret,41.97
SULAWESI SELATAN,7371.0,MAKASSAR,Maret,217.21
SULAWESI SELATAN,7372.0,PAREPARE,Maret,10.42
SULAWESI SELATAN,7373.0,PALOPO,Maret,4.43
SULAWESI TENGGARA,7401.0,BUTON,Maret,0.0
SULAWESI TENGGARA,7402.0,MUNA,Maret,33.18
SULAWESI TENGGARA,7403.0,KONAWE,Maret,322.76
SULAWESI TENGGARA,7404.0,KOLAKA,Maret,462.65999999999997
SULAWESI TENGGARA,7405.0,KONAWE SELATAN,Maret,0.0
SULAWESI TENGGARA,7406.0,BOMBANA,Maret,186.29
SULAWESI TENGGARA,7407.0,WAKATOBI,Maret,0.0
SULAWESI TENGGARA,7408.0,KOLAKA UTARA,Maret,103.75
SULAWESI TENGGARA,7409.0,BUTON UTARA,Maret,0.0
SULAWESI TENGGARA,7410.0,KONAWE UTARA,Maret,0.0
SULAWESI TENGGARA,7411.0,KOLAKA TIMUR,Maret,58.67
SULAWESI TENGGARA,7412.0,KONAWE KEPULAUAN,Maret,0.0
SULAWESI TENGGARA,7413.0,MUNA BARAT,Maret,75.79
SULAWESI TENGGARA,7414.0,BUTON TENGAH,Maret,0.0
SULAWESI TENGGARA,7415.0,BUTON SELATAN,Maret,0.0
