Provinsi,Kode_Kab,Kabupaten_Kota,Bulan,Luas_Panen
KALIMANTAN SELATAN,6303.0,BANJAR,Juli,4474.8099999999995
KALIMANTAN SELATAN,6304.0,BARITO KUALA,Juli,2481.05
KALIMANTAN SELATAN,6305.0,TAPIN,Juli,2602.2699999999995
KALIMANTAN SELATAN,6306.0,HULU SUNGAI SELATAN,Juli,2386.43
KALIMANTAN SELATAN,6307.0,HULU SUNGAI TENGAH,Juli,595.5699999999999
KALIMANTAN SELATAN,6308.0,HULU SUNGAI UTARA,Juli,481.35
KALIMANTAN SELATAN,6309.0,TABALONG,Juli,92.90999999999998
KALIMANTAN SELATAN,6310.0,TANAH BUMBU,Juli,1054.3200000000002
KALIMANTAN SELATAN,6311.0,BALANGAN,Juli,748.8900000000001
KALIMANTAN SELATAN,6371.0,BANJARMASIN,Juli,0.0
KALIMANTAN SELATAN,6372.0,BANJAR BARU,Juli,149.37
KALIMANTAN TIMUR,6401.0,PASER,Juli,5.24
KALIMANTAN TIMUR,6402.0,KUTAI BARAT,Juli,3.63
KALIMANTAN TIMUR,6403.0,KUTAI KARTANEGARA,Juli,356.16
KALIMANTAN TIMUR,6404.0,KUTAI TIMUR,Juli,25.46
KALIMANTAN TIMUR,6405.0,BERAU,Juli,19.54
KALIMANTAN TIMUR,6409.0,PENAJAM PASER UTARA,Juli,0.0
KALIMANTAN TIMUR,6411.0,MAHAKAM HULU,Juli,0.0
KALIMANTAN TIMUR,6471.0,BALIKPAPAN,Juli,8.27
KALIMANTAN TIMUR,6472.0,SAMARINDA,Juli,6.74
KALIMANTAN TIMUR,6474.0,BONTANG,Juli,0.0
KALIMANTAN UTARA,6501.0,MALINAU,Juli,223.9
KALIMANTAN UTARA,6502.0,BULUNGAN,Juli,183.20999999999998
KALIMANTAN UTARA,6503.0,TANA TIDUNG,Juli,0.0
KALIMANTAN UTARA,6504.0,NUNUKAN,Juli,5.83
KALIMANTAN UTARA,6571.0,TARAKAN,Juli,0.0
SULAWESI UTARA,7101.0,BOLAANG MONGONDOW,Juli,2190.1600000000003
SULAWESI UTARA,7102.0,MINAHASA,Juli,746.2
SULAWESI UTARA,7103.0,KEPULAUAN SANGIHE,Juli,0.0
SULAWESI UTARA,7104.0,KEPULAUAN TALAUD,Juli,0.0
SULAWESI UTARA,7105.0,MINAHASA SELATAN,Juli,367.58
SULAWESI UTARA,7106.0,MINAHASA UTARA,Juli,74.87
SULAWESI UTARA,7107.0,BOLAANG MONGONDOW UTARA,Juli,104.87
SULAWESI UTARA,7108.0,SIAU TAGULANDANG BIARO,Juli,0.0
SULAWESI UTARA,7109.0,MINAHASA TENGGARA,Juli,197.16
SULAWESI UTARA,7110.0,BOLAANG MONGONDOW SELATAN,Juli,246.48000000000002
SULAWESI UTARA,7111.0,BOLAANG MONGONDOW TIMUR,Juli,44.059999999999995
SULAWESI UTARA,7171.0,MANADO,Juli,0.0
SULAWESI UTARA,7172.0,BITUNG,Juli,23.25
SULAWESI UTARA,7173.0,TOMOHON,Juli,0.0
SULAWESI UTARA,7174.0,KOTAMOBAGU,Juli,23.95
SULAWESI TENGAH,7201.0,BANGGAI KEPULAUAN,Juli,35.19
SULAWESI TENGAH,7202.0,BANGGAI,Juli,833.45
SULAWESI TENGAH,7203.0,MOROWALI,Juli,1090.15
SULAWESI TENGAH,7204.0,POSO,Juli,2277.81
SULAWESI TENGAH,7205.0,DONGGALA,Juli,387.13
SULAWESI TENGAH,7206.0,TOLI-TOLI,Juli,0.0
SULAWESI TENGAH,7207.0,BUOL,Juli,350.61999999999995
SULAWESI TENGAH,7208.0,PARIGI MOUTONG,Juli,2133.76
SULAWESI TENGAH,7209.0,TOJO UNA-UNA,Juli,91.22
SULAWESI TENGAH,7210.0,SIGI,Juli,861.15
SULAWESI TENGAH,7211.0,BANGGAI LAUT,Juli,0.0
SULAWESI TENGAH,7212.0,MOROWALI UTARA,Juli,384.05
SULAWESI TENGAH,7271.0,PALU,Juli,2.95
SULAWESI SELATAN,7301.0,KEPULAUAN SELAYAR,Juli,21.78
SULAWESI SELATAN,7302.0,BULUKUMBA,Juli,0.0
SULAWESI SELATAN,7303.0,BANTAENG,Juli,285.85
SULAWESI SELATAN,7304.0,JENEPONTO,Juli,808.76
SULAWESI SELATAN,7305.0,TAKALAR,Juli,1571.98
SULAWESI SELATAN,7306.0,GOWA,Juli,5418.37
SULAWESI SELATAN,7307.0,SINJAI,Juli,72.47
SULAWESI SELATAN,7308.0,MAROS,Juli,5746.009999999999
SULAWESI SELATAN,7309.0,PANGKAJENE DAN KEPULAUAN,Juli,717.92
SULAWESI SELATAN,7310.0,BARRU,Juli,0.0
SULAWESI SELATAN,7311.0,BONE,Juli,1717.3000000000002
SULAWESI SELATAN,7312.0,SOPPENG,Juli,1673.46
SULAWESI SELATAN,7313.0,WAJO,Juli,1027.04
SULAWESI SELATAN,7314.0,SIDENRENG RAPPANG,Juli,380.95
SULAWESI SELATAN,7315.0,PINRANG,Juli,1973.62
SULAWESI SELATAN,7316.0,ENREKANG,Juli,539.88
SULAWESI SELATAN,7317.0,LUWU,Juli,1801.26
SULAWESI SELATAN,7318.0,TANA TORAJA,Juli,4246.379999999999
SULAWESI SELATAN,7322.0,LUWU UTARA,Juli,839.69
SULAWESI SELATAN,7325.0,LUWU TIMUR,Juli,506.82
SULAWESI SELATAN,7326.0,TORAJA UTARA,Juli,5300.37
SULAWESI SELATAN,7371.0,MAKASSAR,Juli,342.20000000000005
SULAWESI SELATAN,7372.0,PAREPARE,Juli,3.91
SULAWESI SELATAN,7373.0,PALOPO,Juli,0.0
SULAWESI TENGGARA,7401.0,BUTON,Juli,252.91000000000003
SULAWESI TENGGARA,7402.0,MUNA,Juli,68.19
SULAWESI TENGGARA,7403.0,KONAWE,Juli,3733.77
SULAWESI TENGGARA,7404.0,KOLAKA,Juli,1586.07
SULAWESI TENGGARA,7405.0,KONAWE SELATAN,Juli,1698.12
SULAWESI TENGGARA,7406.0,BOMBANA,Juli,1307.84
SULAWESI TENGGARA,7407.0,WAKATOBI,Juli,0.0
SULAWESI TENGGARA,7408.0,KOLAKA UTARA,Juli,4.5
SULAWESI TENGGARA,7409.0,BUTON UTARA,Juli,45.57
SULAWESI TENGGARA,7410.0,KONAWE UTARA,Juli,23.22
SULAWESI TENGGARA,7411.0,KOLAKA TIMUR,Juli,580.06
SULAWESI TENGGARA,7412.0,KONAWE KEPULAUAN,Juli,0.0
SULAWESI TENGGARA,7413.0,MUNA BARAT,Juli,15.63
SULAWESI TENGGARA,7414.0,BUTON TENGAH,Juli,0.0
SULAWESI TENGGARA,7415.0,BUTON SELATAN,Juli,0.0
SULAWESI TENGGARA,7471.0,KENDARI,Juli,8.26
SULAWESI TENGGARA,7472.0,BAUBAU,Juli,0.0
GORONTALO,7501.0,BOALEMO,Juli,0.0
GORONTALO,7502.0,GORONTALO,Juli,380.01
GORONTALO,7503.0,POHUWATO,Juli,329.09
GORONTALO,7504.0,BONE BOLANGO,Juli,3.61
GORONTALO,7505.0,GORONTALO UTARA,Juli,0.0
GORONTALO,7571.0,GORONTALO,Juli,0.0
SULAWESI BARAT,7601.0,MAJENE,Juli,0.0
SULAWESI BARAT,7602.0,POLEWALI MANDAR,Juli,2809.3999999999996
SULAWESI BARAT,7603.0,MAMASA,Juli,951.7399999999999
SULAWESI BARAT,7604.0,MAMUJU,Juli,460.27
SULAWESI BARAT,7605.0,PASANGKAYU,Juli,33.62
SULAWESI BARAT,7606.0,MAMUJU TENGAH,Juli,206.85000000000002
MALUKU,8101.0,KEPULAUAN TANIMBAR,Juli,0.0
MALUKU,8102.0,MALUKU TENGGARA,Juli,0.0
MALUKU,8103.0,MALUKU TENGAH,Juli,667.0799999999999
MALUKU,8104.0,BURU,Juli,1011.67
MALUKU,8105.0,KEPULAUAN ARU,Juli,0.0
MALUKU,8106.0,SERAM BAGIAN BARAT,Juli,0.0
MALUKU,8107.0,SERAM BAGIAN TIMUR,Juli,68.53
MALUKU,8108.0,MALUKU BARAT DAYA,Juli,0.0
MALUKU,8109.0,BURU SELATAN,Juli,0.0
MALUKU,8171.0,AMBON,Juli,0.0
MALUKU,8172.0,TUAL,Juli,0.0
MALUKU UTARA,8201.0,HALMAHERA BARAT,Juli,9.37
MALUKU UTARA,8202.0,HALMAHERA TENGAH,Juli,0.0
MALUKU UTARA,8203.0,KEPULAUAN SULA,Juli,0.0
MALUKU UTARA,8204.0,HALMAHERA SELATAN,Juli,38.89
MALUKU UTARA,8205.0,HALMAHERA UTARA,Juli,0.0
MALUKU UTARA,8206.0,HALMAHERA TIMUR,Juli,996.27
MALUKU UTARA,8207.0,PULAU MOROTAI,Juli,0.0
MALUKU UTARA,8208.0,PULAU TALIABU,Juli,0.0
MALUKU UTARA,8271.0,TERNATE,Juli,0.0
MALUKU UTARA,8272.0,TIDORE KEPULAUAN,Juli,0.0
PAPUA BARAT,9101.0,FAKFAK,Juli,0.0
PAPUA BARAT,9102.0,KAIMANA,Juli,0.0
PAPUA BARAT,9103.0,TELUK WONDAMA,Juli,0.0
PAPUA BARAT,9104.0,TELUK BINTUNI,Juli,17.04
PAPUA BARAT,9105.0,MANOKWARI,Juli,389.87
PAPUA BARAT,9111.0,MANOKWARI SELATAN,Juli,0.0
PAPUA BARAT,9112.0,PEGUNUNGAN ARFAK,Juli,0.0
PAPUA BARAT DAYA,9201.0,RAJA AMPAT,Juli,0.0
PAPUA BARAT DAYA,9202.0,SORONG,Juli,0.0
PAPUA BARAT DAYA,9203.0,SORONG SELATAN,Juli,0.0
PAPUA BARAT DAYA,9204.0,MAYBRAT,Juli,0.0
PAPUA BARAT DAYA,9205.0,TAMBRAUW,Juli,0.0
PAPUA BARAT DAYA,9271.0,SORONG,Juli,0.0
PAPUA,9403.0,JAYAPURA,Juli,79.28
PAPUA,9408.0,KEPULAUAN YAPEN,Juli,0.0
PAPUA,9409.0,BIAK NUMFOR,Juli,0.0
PAPUA,9419.0,SARMI,Juli,0.0
PAPUA,9420.0,KEEROM,Juli,0.0
PAPUA,9426.0,WAROPEN,Juli,0.0
PAPUA,9427.0,SUPIORI,Juli,0.0
PAPUA,9428.0,MAMBERAMO RAYA,Juli,0.0
PAPUA,9471.0,JAYAPURA,Juli,0.0
PAPUA SELATAN,9501.0,MERAUKE,Juli,789.0199999999999
PAPUA SELATAN,9502.0,BOVEN DIGOEL,Juli,0.0
PAPUA SELATAN,9503.0,MAPPI,Juli,0.0
PAPUA SELATAN,9504.0,ASMAT,Juli,0.0
PAPUA TENGAH,9601.0,MIMIKA,Juli,0.0
PAPUA TENGAH,9602.0,DOGIYAI,Juli,0.0
PAPUA TENGAH,9603.0,DEIYAI,Juli,0.0
PAPUA TENGAH,9604.0,NABIRE,Juli,143.73000000000002
PAPUA TENGAH,9605.0,PANIAI,Juli,0.0
PAPUA TENGAH,9606.0,INTAN JAYA,Juli,0.0
PAPUA TENGAH,9607.0,PUNCAK,Juli,0.0
PAPUA TENGAH,9608.0,PUNCAK JAYA,Juli,0.0
PAPUA PENGUNUNGAN,9701.0,NDUGA,Juli,0.0
PAPUA PENGUNUNGAN,9702.0,JAYAWIJAYA,Juli,1.38
PAPUA PENGUNUNGAN,9703.0,LANNY JAYA,Juli,0.0
PAPUA PENGUNUNGAN,9704.0,TOLIKARA,Juli,0.0
PAPUA PENGUNUNGAN,9705.0,MAMBERAMO TENGAH,Juli,0.0
PAPUA PENGUNUNGAN,9706.0,YALIMO,Juli,0.0
PAPUA PENGUNUNGAN,9707.0,YAHUKIMO,Juli,0.0
ACEH,1102.0,ACEH SINGKIL,Agustus,0.0
ACEH,1103.0,ACEH SELATAN,Agustus,206.85000000000002
ACEH,1104.0,ACEH TENGGARA,Agustus,0.0
ACEH,1105.0,ACEH TIMUR,Agustus,195.60000000000002
ACEH,1106.0,ACEH TENGAH,Agustus,142.08999999999997
ACEH,1107.0,ACEH BARAT,Agustus,70.64
ACEH,1108.0,ACEH BESAR,Agustus,360.21
ACEH,1109.0,PIDIE,Agustus,4931.2
ACEH,1110.0,BIREUEN,Agustus,0.0
ACEH,1111.0,ACEH UTARA,Agustus,812.1899999999999
ACEH,1112.0,ACEH BARAT DAYA,Agustus,2616.56
ACEH,1113.0,GAYO LUES,Agustus,0.0
ACEH,1114.0,ACEH TAMIANG,Agustus,44.25
ACEH,1115.0,NAGAN RAYA,Agustus,468.71000000000004
ACEH,1116.0,ACEH JAYA,Agustus,599.92
ACEH,1117.0,BENER MERIAH,Agustus,5.949999999999999
ACEH,1118.0,PIDIE JAYA,Agustus,679.44
ACEH,1171.0,BANDA ACEH,Agustus,0.0
ACEH,1172.0,SABANG,Agustus,0.0
ACEH,1173.0,LANGSA,Agustus,0.0
ACEH,1174.0,LHOKSEUMAWE,Agustus,0.0
ACEH,1175.0,SUBULUSSALAM,Agustus,0.0
SUMATERA UTARA,1201.0,NIAS,Agustus,420.93
SUMATERA UTARA,1202.0,MANDAILING NATAL,Agustus,686.61
SUMATERA UTARA,1203.0,TAPANULI SELATAN,Agustus,438.90000000000003
SUMATERA UTARA,1204.0,TAPANULI TENGAH,Agustus,1363.8
SUMATERA UTARA,1205.0,TAPANULI UTARA,Agustus,143.08
SUMATERA UTARA,1206.0,TOBA,Agustus,2836.13
SUMATERA UTARA,1207.0,LABUHAN BATU,Agustus,2218.42
SUMATERA UTARA,1208.0,ASAHAN,Agustus,68.84
SUMATERA UTARA,1209.0,SIMALUNGUN,Agustus,982.9200000000001
SUMATERA UTARA,1210.0,DAIRI,Agustus,971.12
SUMATERA UTARA,1211.0,KARO,Agustus,533.01
SUMATERA UTARA,1212.0,DELI SERDANG,Agustus,2844.62
SUMATERA UTARA,1213.0,LANGKAT,Agustus,185.88
SUMATERA UTARA,1214.0,NIAS SELATAN,Agustus,882.6700000000001
SUMATERA UTARA,1215.0,HUMBANG HASUNDUTAN,Agustus,2080.21
SUMATERA UTARA,1216.0,PAKPAK BHARAT,Agustus,431.14
SUMATERA UTARA,1217.0,SAMOSIR,Agustus,220.32999999999998
SUMATERA UTARA,1218.0,SERDANG BEDAGAI,Agustus,2214.8
SUMATERA UTARA,1219.0,BATU BARA,Agustus,388.62
SUMATERA UTARA,1220.0,PADANG LAWAS UTARA,Agustus,183.6
SUMATERA UTARA,1221.0,PADANG LAWAS,Agustus,930.74
SUMATERA UTARA,1222.0,LABUHAN BATU SELATAN,Agustus,0.0
SUMATERA UTARA,1223.0,LABUHAN BATU UTARA,Agustus,309.21
SUMATERA UTARA,1224.0,NIAS UTARA,Agustus,131.41
SUMATERA UTARA,1225.0,NIAS BARAT,Agustus,59.81999999999999
SUMATERA UTARA,1271.0,SIBOLGA,Agustus,0.0
SUMATERA UTARA,1272.0,TANJUNG BALAI,Agustus,0.0
SUMATERA UTARA,1273.0,PEMATANG SIANTAR,Agustus,105.25
SUMATERA UTARA,1274.0,TEBING TINGGI,Agustus,0.0
SUMATERA UTARA,1275.0,MEDAN,Agustus,0.0
SUMATERA UTARA,1276.0,BINJAI,Agustus,37.82
SUMATERA UTARA,1277.0,PADANGSIDIMPUAN,Agustus,177.24
SUMATERA UTARA,1278.0,GUNUNGSITOLI,Agustus,0.0
SUMATERA BARAT,1301.0,KEPULAUAN MENTAWAI,Agustus,23.64
SUMATERA BARAT,1302.0,PESISIR SELATAN,Agustus,394.91
SUMATERA BARAT,1303.0,SOLOK,Agustus,2746.46
SUMATERA BARAT,1304.0,SIJUNJUNG,Agustus,662.4000000000001
SUMATERA BARAT,1305.0,TANAH DATAR,Agustus,1766.0399999999997
SUMATERA BARAT,1306.0,PADANG PARIAMAN,Agustus,829.98
SUMATERA BARAT,1307.0,AGAM,Agustus,1504.26
SUMATERA BARAT,1308.0,LIMA PULUH KOTA,Agustus,1188.91
SUMATERA BARAT,1309.0,PASAMAN,Agustus,933.45
SUMATERA BARAT,1310.0,SOLOK SELATAN,Agustus,507.38
SUMATERA BARAT,1311.0,DHARMASRAYA,Agustus,867.4200000000001
SUMATERA BARAT,1312.0,PASAMAN BARAT,Agustus,297.09
SUMATERA BARAT,1371.0,PADANG,Agustus,619.21
SUMATERA BARAT,1372.0,SOLOK,Agustus,229.54000000000002
SUMATERA BARAT,1373.0,SAWAH LUNTO,Agustus,82.43
SUMATERA BARAT,1374.0,PADANG PANJANG,Agustus,34.5
SUMATERA BARAT,1375.0,BUKITTINGGI,Agustus,22.439999999999998
SUMATERA BARAT,1376.0,PAYAKUMBUH,Agustus,98.16
SUMATERA BARAT,1377.0,PARIAMAN,Agustus,189.97
RIAU,1401.0,KUANTAN SINGINGI,Agustus,0.0
RIAU,1402.0,INDRAGIRI HULU,Agustus,144.41
RIAU,1403.0,INDRAGIRI HILIR,Agustus,2894.4500000000003
RIAU,1404.0,PELALAWAN,Agustus,0.0
RIAU,1405.0,S I A K,Agustus,623.51
RIAU,1406.0,KAMPAR,Agustus,11.27
RIAU,1407.0,ROKAN HULU,Agustus,76.95
RIAU,1408.0,BENGKALIS,Agustus,39.93000000000001
RIAU,1409.0,ROKAN HILIR,Agustus,0.0
RIAU,1410.0,KEPULAUAN MERANTI,Agustus,0.0
RIAU,1471.0,PEKANBARU,Agustus,0.0
RIAU,1473.0,D U M A I,Agustus,0.0
JAMBI,1501.0,KERINCI,Agustus,2352.6800000000003
JAMBI,1502.0,MERANGIN,Agustus,35.93
JAMBI,1503.0,SAROLANGUN,Agustus,179.06
JAMBI,1504.0,BATANG HARI,Agustus,571.52
JAMBI,1505.0,MUARO JAMBI,Agustus,536.19
JAMBI,1506.0,TANJUNG JABUNG TIMUR,Agustus,30.45
JAMBI,1507.0,TANJUNG JABUNG BARAT,Agustus,885.62
JAMBI,1508.0,TEBO,Agustus,575.69
JAMBI,1509.0,BUNGO,Agustus,89.18
JAMBI,1571.0,JAMBI,Agustus,0.0
JAMBI,1572.0,SUNGAI PENUH,Agustus,237.4
SUMATERA SELATAN,1601.0,OGAN KOMERING ULU,Agustus,431.92
SUMATERA SELATAN,1602.0,OGAN KOMERING ILIR,Agustus,11312.279999999999
SUMATERA SELATAN,1603.0,MUARA ENIM,Agustus,0.0
SUMATERA SELATAN,1604.0,LAHAT,Agustus,395.82
SUMATERA SELATAN,1605.0,MUSI RAWAS,Agustus,1516.9299999999998
SUMATERA SELATAN,1606.0,MUSI BANYUASIN,Agustus,577.09
SUMATERA SELATAN,1607.0,BANYU ASIN,Agustus,8828.98
SUMATERA SELATAN,1608.0,OGAN KOMERING ULU SELATAN,Agustus,924.16
SUMATERA SELATAN,1609.0,OGAN KOMERING ULU TIMUR,Agustus,19523.059999999998
SUMATERA SELATAN,1610.0,OGAN ILIR,Agustus,4111.030000000001
SUMATERA SELATAN,1611.0,EMPAT LAWANG,Agustus,356.13
SUMATERA SELATAN,1612.0,PENUKAL ABAB LEMATANG ILIR,Agustus,633.15
SUMATERA SELATAN,1613.0,MUSI RAWAS UTARA,Agustus,20.28
SUMATERA SELATAN,1671.0,PALEMBANG,Agustus,41.23
SUMATERA SELATAN,1672.0,PRABUMULIH,Agustus,0.0
SUMATERA SELATAN,1673.0,PAGAR ALAM,Agustus,271.16999999999996
SUMATERA SELATAN,1674.0,LUBUKLINGGAU,Agustus,307.29999999999995
BENGKULU,1701.0,BENGKULU SELATAN,Agustus,34.38
BENGKULU,1702.0,REJANG LEBONG,Agustus,401.92
BENGKULU,1703.0,BENGKULU UTARA,Agustus,86.81
BENGKULU,1704.0,KAUR,Agustus,0.0
BENGKULU,1705.0,SELUMA,Agustus,395.6
BENGKULU,1706.0,MUKOMUKO,Agustus,22.87
BENGKULU,1707.0,LEBONG,Agustus,0.0
BENGKULU,1708.0,KEPAHIANG,Agustus,305.62
BENGKULU,1709.0,BENGKULU TENGAH,Agustus,88.9
BENGKULU,1771.0,BENGKULU,Agustus,65.34
LAMPUNG,1801.0,LAMPUNG BARAT,Agustus,18.43
LAMPUNG,1802.0,TANGGAMUS,Agustus,633.2099999999999
LAMPUNG,1803.0,LAMPUNG SELATAN,Agustus,1119.2300000000002
LAMPUNG,1804.0,LAMPUNG TIMUR,Agustus,6894.7300000000005
LAMPUNG,1805.0,LAMPUNG TENGAH,Agustus,14214.880000000003
LAMPUNG,1806.0,LAMPUNG UTARA,Agustus,1772.5
LAMPUNG,1807.0,WAY KANAN,Agustus,3654.17
LAMPUNG,1808.0,TULANGBAWANG,Agustus,39.47
LAMPUNG,1809.0,PESAWARAN,Agustus,149.35
LAMPUNG,1810.0,PRINGSEWU,Agustus,336.37
LAMPUNG,1811.0,MESUJI,Agustus,1213.69
LAMPUNG,1812.0,TULANG BAWANG BARAT,Agustus,256.25
LAMPUNG,1813.0,PESISIR BARAT,Agustus,46.01
LAMPUNG,1871.0,BANDAR LAMPUNG,Agustus,15.37
LAMPUNG,1872.0,METRO,Agustus,730.2400000000001
KEPULAUAN BANGKA BELITUNG,1901.0,BANGKA,Agustus,128.87
KEPULAUAN BANGKA BELITUNG,1902.0,BELITUNG,Agustus,72.78999999999999
KEPULAUAN BANGKA BELITUNG,1903.0,BANGKA BARAT,Agustus,341.98
KEPULAUAN BANGKA BELITUNG,1904.0,BANGKA TENGAH,Agustus,0.0
KEPULAUAN BANGKA BELITUNG,1905.0,BANGKA SELATAN,Agustus,85.6
KEPULAUAN BANGKA BELITUNG,1906.0,BELITUNG TIMUR,Agustus,54.739999999999995
KEPULAUAN BANGKA BELITUNG,1971.0,PANGKALPINANG,Agustus,0.0
KEPULAUAN RIAU,2101.0,KARIMUN,Agustus,0.0
KEPULAUAN RIAU,2102.0,BINTAN,Agustus,0.0
KEPULAUAN RIAU,2103.0,NATUNA,Agustus,0.0
KEPULAUAN RIAU,2104.0,LINGGA,Agustus,0.0
KEPULAUAN RIAU,2105.0,KEPULAUAN ANAMBAS,Agustus,0.0
KEPULAUAN RIAU,2171.0,B A T A M,Agustus,0.0
KEPULAUAN RIAU,2172.0,TANJUNG PINANG,Agustus,0.0
DKI JAKARTA,3101.0,KEPULAUAN SERIBU,Agustus,0.0
DKI JAKARTA,3171.0,JAKARTA SELATAN,Agustus,0.0
DKI JAKARTA,3172.0,JAKARTA TIMUR,Agustus,2.03
DKI JAKARTA,3173.0,JAKARTA PUSAT,Agustus,0.0
DKI JAKARTA,3174.0,JAKARTA BARAT,Agustus,0.0
DKI JAKARTA,3175.0,JAKARTA UTARA,Agustus,166.03
JAWA BARAT,3201.0,BOGOR,Agustus,8453.68
JAWA BARAT,3202.0,SUKABUMI,Agustus,10462.260000000002
JAWA BARAT,3203.0,CIANJUR,Agustus,16805.32
JAWA BARAT,3204.0,BANDUNG,Agustus,2721.5599999999995
JAWA BARAT,3205.0,GARUT,Agustus,7034.700000000002
JAWA BARAT,3206.0,TASIKMALAYA,Agustus,6671.770000000001
JAWA BARAT,3207.0,CIAMIS,Agustus,937.8100000000001
JAWA BARAT,3208.0,KUNINGAN,Agustus,6941.540000000002
JAWA BARAT,3209.0,CIREBON,Agustus,9700.240000000002
JAWA BARAT,3210.0,MAJALENGKA,Agustus,14474.870000000003
JAWA BARAT,3211.0,SUMEDANG,Agustus,8530.289999999999
JAWA BARAT,3212.0,INDRAMAYU,Agustus,4056.7000000000003
JAWA BARAT,3213.0,SUBANG,Agustus,10532.18
JAWA BARAT,3214.0,PURWAKARTA,Agustus,4856.21
JAWA BARAT,3215.0,KARAWANG,Agustus,8716.15
JAWA BARAT,3216.0,BEKASI,Agustus,3136.58
JAWA BARAT,3217.0,BANDUNG BARAT,Agustus,4538.3200000000015
JAWA BARAT,3218.0,PANGANDARAN,Agustus,936.81
JAWA BARAT,3271.0,BOGOR,Agustus,2.58
JAWA BARAT,3272.0,SUKABUMI,Agustus,372.58
JAWA BARAT,3273.0,BANDUNG,Agustus,49.919999999999995
JAWA BARAT,3274.0,CIREBON,Agustus,0.0
JAWA BARAT,3275.0,BEKASI,Agustus,0.0
JAWA BARAT,3276.0,DEPOK,Agustus,0.0
JAWA BARAT,3277.0,CIMAHI,Agustus,0.0
JAWA BARAT,3278.0,TASIKMALAYA,Agustus,177.92000000000002
JAWA BARAT,3279.0,BANJAR,Agustus,0.0
JAWA TENGAH,3301.0,CILACAP,Agustus,7733.820000000001
JAWA TENGAH,3302.0,BANYUMAS,Agustus,3610.2100000000005
JAWA TENGAH,3303.0,PURBALINGGA,Agustus,2331.53
JAWA TENGAH,3304.0,BANJARNEGARA,Agustus,1014.5600000000001
JAWA TENGAH,3305.0,KEBUMEN,Agustus,21537.940000000002
JAWA TENGAH,3306.0,PURWOREJO,Agustus,14208.269999999999
JAWA TENGAH,3307.0,WONOSOBO,Agustus,739.26
JAWA TENGAH,3308.0,MAGELANG,Agustus,3284.55
JAWA TENGAH,3309.0,BOYOLALI,Agustus,2481.5000000000005
JAWA TENGAH,3310.0,KLATEN,Agustus,8011.510000000002
JAWA TENGAH,3311.0,SUKOHARJO,Agustus,3018.22
JAWA TENGAH,3312.0,WONOGIRI,Agustus,6865.94
JAWA TENGAH,3313.0,KARANGANYAR,Agustus,6130.029999999999
JAWA TENGAH,3314.0,SRAGEN,Agustus,1239.35
JAWA TENGAH,3315.0,GROBOGAN,Agustus,7086.48
JAWA TENGAH,3316.0,BLORA,Agustus,1310.8200000000002
JAWA TENGAH,3317.0,REMBANG,Agustus,831.36
JAWA TENGAH,3318.0,PATI,Agustus,11152.789999999999
JAWA TENGAH,3319.0,KUDUS,Agustus,4280.660000000001
JAWA TENGAH,3320.0,JEPARA,Agustus,8438.02
JAWA TENGAH,3321.0,DEMAK,Agustus,11213.63
JAWA TENGAH,3322.0,SEMARANG,Agustus,3265.5399999999995
JAWA TENGAH,3323.0,TEMANGGUNG,Agustus,182.37
JAWA TENGAH,3324.0,KENDAL,Agustus,2862.0200000000004
JAWA TENGAH,3325.0,BATANG,Agustus,2586.38
JAWA TENGAH,3326.0,PEKALONGAN,Agustus,5034.5
JAWA TENGAH,3327.0,PEMALANG,Agustus,17728.81
JAWA TENGAH,3328.0,TEGAL,Agustus,11467.49
JAWA TENGAH,3329.0,BREBES,Agustus,9607.86
JAWA TENGAH,3371.0,MAGELANG,Agustus,0.0
JAWA TENGAH,3372.0,SURAKARTA,Agustus,2.97
JAWA TENGAH,3373.0,SALATIGA,Agustus,61.77
JAWA TENGAH,3374.0,SEMARANG,Agustus,149.21
JAWA TENGAH,3375.0,PEKALONGAN,Agustus,0.0
JAWA TENGAH,3376.0,TEGAL,Agustus,101.92
DI YOGYAKARTA,3401.0,KULON PROGO,Agustus,1507.9299999999998
DI YOGYAKARTA,3402.0,BANTUL,Agustus,1878.2
DI YOGYAKARTA,3403.0,GUNUNG KIDUL,Agustus,605.19
DI YOGYAKARTA,3404.0,SLEMAN,Agustus,2969.8799999999997
DI YOGYAKARTA,3471.0,YOGYAKARTA,Agustus,0.0
JAWA TIMUR,3501.0,PACITAN,Agustus,1450.87
JAWA TIMUR,3502.0,PONOROGO,Agustus,9646.080000000002
JAWA TIMUR,3503.0,TRENGGALEK,Agustus,3643.8400000000006
JAWA TIMUR,3504.0,TULUNGAGUNG,Agustus,4130.49
JAWA TIMUR,3505.0,BLITAR,Agustus,1360.6200000000001
JAWA TIMUR,3506.0,KEDIRI,Agustus,3477.6000000000004
JAWA TIMUR,3507.0,MALANG,Agustus,2244.3499999999995
JAWA TIMUR,3508.0,LUMAJANG,Agustus,5222.14
JAWA TIMUR,3509.0,JEMBER,Agustus,16919.039999999997
JAWA TIMUR,3510.0,BANYUWANGI,Agustus,4141.900000000001
JAWA TIMUR,3511.0,BONDOWOSO,Agustus,3370.32
JAWA TIMUR,3512.0,SITUBONDO,Agustus,2508.3500000000004
JAWA TIMUR,3513.0,PROBOLINGGO,Agustus,1607.4400000000003
JAWA TIMUR,3514.0,PASURUAN,Agustus,5005.540000000001
